Doctor Name,City,Specialization,Doctor Qualification,Experience(Years),Total_Reviews,Patient Satisfaction Rate(%age),Avg Time to Patients(mins),Wait Time(mins),Hospital Address,Doctors Link,Fee(PKR)
Dr. Fatima Saba,LAHORE,Dermatologist,MBBS Diploma In Dermatology,0.07692307692307693,0.015348746842821061,0.9999999999999999,0.21276595744680854,0.08888888888888889,No Address Available,https://www.marham.pk/online-consultation/dermatologist/lahore/dr-fatima-saba-28675#reviews-scroll,0.05
Dr. Hina Ehsan,LAHORE,Dermatologist,"MBBS,FCPS -II (Dermatology)",0.17307692307692307,0.0027200310860695555,0.9999999999999999,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/dermatologist/lahore/dr-hina-ehsan-26369#reviews-scroll,0.08
Dr. Aisha Ahmad,LAHORE,Dermatologist,"MBBS, FCPS (Dermatology), Certified (Aesthetic Medicine)",0.21153846153846156,0.038663299009131534,0.9999999999999999,0.2765957446808511,0.022222222222222223,"Skinnovation, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/dermatologist/dr-aisha-ahmad#reviews-scroll,0.15
Dr. Qurat Ul Ain Sajida,LAHORE,Dermatologist,"MBBS, MCPS (Dermatology)",0.3269230769230769,0.2521857392655916,0.9253731343283581,0.25531914893617025,0.14444444444444446,"Doctors Hospital, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/dermatologist/dr-qurat-ul-ain-sajida#reviews-scroll,0.35000000000000003
Dr. Munashra Anam,LAHORE,Dermatologist,"MBBS, MCPS, (Dermatology)",0.13461538461538464,0.1494074217991063,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/dermatologist/lahore/dr-munashra-anam-13488#reviews-scroll,0.1
Asst. Prof. Dr. Waqas Arshad,LAHORE,Neurologist,"MBBS, FCPS",0.15384615384615385,0.04701768020205946,0.9850746268656717,0.25531914893617025,0.12222222222222223,"Chughtai Medical Center Jail Road, Gulberg 5, Lahore",https://www.marham.pk/doctors/sahiwal/neuro-physician/asst-prof-dr-waqas-arshad#reviews-scroll,0.15
Dr. Moazzam Javaid Cheema,LAHORE,Neurologist,"MBBS, FCPS (Neurology)",0.17307692307692307,0.04624052846318244,0.9701492537313433,0.2765957446808511,0.3,"Central Hospital Gujranwala, GT Road, Gujranwala",https://www.marham.pk/doctors/sheikhupura/neuro-physician/dr-moazzam-javaid-cheema#reviews-scroll,0.15
Prof. Dr. Sajjad Naseer,LAHORE,Neurologist,"MBBS, FCPS (Neurology), MRCP (Ireland ), MRCP (UK), FAAN, FRCP, American Board of Electro Diagnostic Medicine,",0.5576923076923077,0.3619584223819701,0.9253731343283581,0.21276595744680854,0.2111111111111111,"Neauro Diagnostic Centre, Thokar Niaz Baig, Lahore",https://www.marham.pk/doctors/lahore/neuro-physician/prof-dr-sajjad-naseer#reviews-scroll,0.25
Asst. Prof. Dr. Rashid Imran,LAHORE,Neurologist,"MBBS, FCPS (Neurology)",0.2692307692307693,0.13308723528268895,0.9552238805970149,0.25531914893617025,0.16666666666666669,"Hameed Latif Hospital, Garden Town, Lahore",https://www.marham.pk/doctors/lahore/neuro-physician/asst-prof-dr-rashid-imran#reviews-scroll,0.4
Assoc. Prof. Dr. Buland Akhtar,LAHORE,Neurologist,"MBBS, FCPS, Diplomate (Neurology)",0.6923076923076923,0.18709928113464155,0.9253731343283581,0.2765957446808511,0.3111111111111111,"Omar Hospital &amp; Cardiac Centre, Jail Road, Lahore",https://www.marham.pk/doctors/lahore/neuro-physician/assoc-prof-dr-buland-akhtar#reviews-scroll,0.3
Dr. Sajid Abbas,LAHORE,Neurologist,"MBBS, FCPS* (Neurology)",0.07692307692307693,0.004080046629104333,0.9402985074626865,0.21276595744680854,0.08888888888888889,"Punjab institute of Neuro sciences, Near Lahore General Hospital, Lahore",https://www.marham.pk/doctors/lahore/neuro-physician/dr-sajid-abbas#reviews-scroll,0.1
Dr. Abubakar Siddique,LAHORE,Neurologist,"MBBS, FCPS, CRCP",0.3076923076923077,0.05109772683116379,0.9402985074626865,0.2765957446808511,0.2111111111111111,"Bahria International Hospital, Bahria Town, Lahore",https://www.marham.pk/doctors/lahore/neuro-physician/dr-abubakar-siddique#reviews-scroll,0.3
Dr. Ammar Yasir,LAHORE,Neurologist,"MBBS, FCPS (Neurology)",0.17307692307692307,0.004080046629104333,0.9999999999999999,0.23404255319148937,0.16666666666666669,"IDC Jinnah Hospital, Faisal Town, Lahore",https://www.marham.pk/doctors/kasur/neuro-physician/dr-ammar-yasir#reviews-scroll,0.15
Dr. Mamoona Tanwir Rana,LAHORE,Neurologist,"MBBS, FCPS (Neurology)",0.09615384615384616,0.0060229259762968725,0.9552238805970149,0.21276595744680854,0.1,"Akhtar Saeed Trust Hospital, DHA Defence, Lahore",https://www.marham.pk/online-consultation/neuro-physician/lahore/dr-mamoona-tanwir-rana-27968#reviews-scroll,0.12000000000000001
Dr. Khawaja Muhammad Ali,LAHORE,Neurologist,"MBBS, FCPS (Neurology)",0.17307692307692307,0.00738294151933165,0.9701492537313433,0.2765957446808511,0.15555555555555556,"Bajwa Hospital, Shahdara, Lahore",https://www.marham.pk/doctors/lahore/neuro-physician/dr-khawaja-muhammad-ali#reviews-scroll,0.1
Dr. Muhammad Ahmar,LAHORE,Neurologist,"MBBS, MD",0.1153846153846154,0.013600155430347776,0.9402985074626865,0.14893617021276595,0.11111111111111112,"Iqra Medical Complex Hospital, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/neuro-physician/dr-muhammad-ahmar#reviews-scroll,0.15
Dr. Bilal Ahmed,LAHORE,Neurologist,MBBS,0.038461538461538464,0.01185156401787449,0.9999999999999999,0.25531914893617025,0.11111111111111112,"Punjab Institute Of Neurosciences (PINS), Ferozepur Road, Lahore",https://www.marham.pk/doctors/lahore/neuro-physician/dr-bilal-ahmed#reviews-scroll,0.12000000000000001
Dr. Asma Jabeen,LAHORE,Gynecologist,"MBBS , MCPS (Obstetrics &amp; Gynecology)",0.4807692307692308,0.1375558577812318,0.9552238805970149,0.12765957446808512,0.1,No Address Available,https://www.marham.pk/online-consultation/gynecologist/lahore/dr-asma-jabeen-19378#reviews-scroll,0.05
Dr. Mariam Khalid,LAHORE,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",0.17307692307692307,0.018457353798329124,0.9402985074626865,0.17021276595744683,0.1,"Saira Memorial Hospital, Model Town, Lahore",https://www.marham.pk/doctors/lahore/gynecologist/dr-mariam-khalid#reviews-scroll,0.05
Assoc. Prof. Dr. Misbah Malik,LAHORE,Gynecologist,"MBBS, MCPS (Obstetrics &amp; Gynecology), FCPS (Obstetrics &amp; Gynecology)",0.46153846153846156,0.6327958033806101,0.9552238805970149,0.25531914893617025,0.23333333333333334,"Iqraa Medical Complex Ext Hospital, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/gynecologist/assoc-prof-dr-misbah-malik#reviews-scroll,0.2
Assoc. Prof. Dr. Khadija Asim Khan,LAHORE,Gynecologist,"MBBS, FCPS ( Obstetrics &amp; Gynecology)",0.2692307692307693,0.04973771128812901,0.8805970149253731,0.21276595744680854,0.1,"Khair-Un-Nisa Hospital, Faisal Town, Lahore",https://www.marham.pk/doctors/lahore/gynecologist/assoc-prof-dr-khadija-asim-khan#reviews-scroll,0.05
Asst. Prof. Dr. Rubina Farrukh,LAHORE,Gynecologist,"MBBS , FCPS (Obstetrics &amp; Gynecology)",0.23076923076923078,0.08198950845152517,0.9850746268656717,0.21276595744680854,0.08888888888888889,"Iqra Medical Complex Hospital, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/gynecologist/asst-prof-dr-rubina-farrukh#reviews-scroll,0.1
Assoc. Prof. Dr. Saima Zaki,LAHORE,Gynecologist,"MBBS, MCPS (Obstetrics &amp; Gynaecology), FCPS (Obstetrics &amp; Gynaecology), Master of Health Professional Education (MHPE)",0.4038461538461539,0.42665630464348164,0.9552238805970149,0.2765957446808511,0.23333333333333334,"Iqra Medical Complex Hospital, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/gynecologist/assoc-prof-dr-saima-zaki#reviews-scroll,0.25
Prof. Dr. Shaheena Asif,LAHORE,Gynecologist,"MBBS. MRCOG (Obstetrics &amp; Gynecology), FRCOG (Obstetrics &amp; Gynecology)",0.75,0.1810763551583447,0.9552238805970149,0.23404255319148937,0.12222222222222223,"Surgimed Hospital, Gulberg 4, Lahore",https://www.marham.pk/doctors/lahore/gynecologist/prof-dr-shaheena-asif#reviews-scroll,0.5
Dr. Sadia,LAHORE,Gynecologist,"MBBS (Gold Medalist), FCPS (Obstetrics &amp; Gynecology)",0.1153846153846154,0.03400038857586944,0.9552238805970149,0.25531914893617025,0.2555555555555556,No Address Available,https://www.marham.pk/online-consultation/gynecologist/lahore/dr-sadia-37566#reviews-scroll,0.1
Dr. Somia Sabeeh Awan,LAHORE,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",0.2884615384615385,0.0911210413833301,0.9552238805970149,0.19148936170212766,0.08888888888888889,"Jamila Fareedy Medical Centre, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/gynecologist/dr-somia-sabeeh-awan#reviews-scroll,0.07
Prof. Dr. Nazli Hameed,LAHORE,Gynecologist,"MBBS, FCPS, FRCOG (UK) , Fellow in Assisted Conception (UK) &amp; Urogynecology (SG), Diploma in Minimal Access Surgery (FR)",0.6153846153846154,0.20439090732465515,0.9253731343283581,0.2765957446808511,0.17777777777777778,"Shalamar Hospital, MughalPura, Lahore",https://www.marham.pk/doctors/lahore/gynecologist/prof-dr-nazli-hameed#reviews-scroll,0.3
Dr. Romana Amir,LAHORE,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",0.42307692307692313,0.08062949290849039,0.9850746268656717,0.2978723404255319,0.12222222222222223,"The University of Lahore Teaching Hospital, Bhubtian Chowk Raiwind Road, Lahore",https://www.marham.pk/doctors/lahore/gynecologist/dr-romana-amir#reviews-scroll,0.25
Dr. Naheed Akhtar Rana,LAHORE,"Gynecologist, Laparoscopic Surgeon","MBBS, MRCOG (Obstetrics &amp; Gynaecology) UK, DFFP (UK), FRCOG (UK)",0.6538461538461539,0.046823392267340204,0.9701492537313433,0.25531914893617025,0.13333333333333333,"Hameed Latif Hospital, Garden Town, Lahore",https://www.marham.pk/doctors/lahore/gynecologist/dr-naheed-akhtar-rana#reviews-scroll,0.3
Assoc. Prof. Dr. Muhammad Farooq,LAHORE,"Urologist, Sexologist, Andrologist","MBBS, FCPS (Urology), FCPS (Surgery)",0.75,0.5642121624247135,0.9701492537313433,0.19148936170212766,0.07777777777777778,"Punjab Medical Center, Jail Road, Lahore",https://www.marham.pk/doctors/lahore/urologist/assoc-prof-dr-muhammad-farooq#reviews-scroll,0.1799
Dr. Faizan Haider Rizvi,LAHORE,Urologist,"MBBS, FCPS* (Urology)",0.1153846153846154,0.022925976296871965,0.9999999999999999,0.2765957446808511,0.07777777777777778,"Children Family and Urology Clinic, Raiwind Road, Lahore",https://www.marham.pk/doctors/lahore/urologist/dr-faizan-haider-rizvi#reviews-scroll,0.075
Prof. Dr. Khizer Hayat Gondal,LAHORE,"Urologist, Sexologist, Andrologist","MBBS, FCPS, Training Laproscopis surgery",0.4807692307692308,0.09947542257625802,0.9253731343283581,0.25531914893617025,0.08888888888888889,"Doctors Hospital, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/urologist/prof-dr-khizer-hayat-gondal#reviews-scroll,0.3
Prof. Dr. Fawad Nasrullah,LAHORE,"Urologist, Sexologist, Urologist, Endourologist, Andrologist","MBBS, FCPS (Urology), FACS (USA)",0.5192307692307693,0.16689333592383915,0.8805970149253731,0.23404255319148937,0.16666666666666669,"Chughtai Medical Center Johar Town, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/urologist/prof-dr-fawad-nasrullah#reviews-scroll,0.4
Dr. Saleem Malik,LAHORE,"Urologist, Sexologist, Andrologist","MBBS, FCPS (Urology)",0.21153846153846156,0.07480085486691276,0.9104477611940299,0.23404255319148937,0.24444444444444446,"Alim khatoon Medicare, Green Town, Lahore",https://www.marham.pk/doctors/lahore/urologist/dr-saleem-malik#reviews-scroll,0.08
Dr. Hafiz Abdul Momin,LAHORE,"Urologist, Sexologist, Andrologist","MBBS, FCPS (Gold Medalist)",0.21153846153846156,0.02020594521080241,0.9402985074626865,0.19148936170212766,0.12222222222222223,"Bajwa Hospital &amp; Cardiac Center, Allama Iqbal Town, Lahore",https://www.marham.pk/doctors/lahore/urologist/dr-hafiz-abdul-momin#reviews-scroll,0.15
Prof. Dr. Muhammad Irfan Nazir,LAHORE,"Urologist, Sexologist, Andrologist","MBBS, MCPS, FCPS, FACS",0.3653846153846154,0.03438896444530795,0.8805970149253731,0.25531914893617025,0.14444444444444446,"Doctors Hospital, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/urologist/prof-dr-muhammad-irfan-nazir#reviews-scroll,0.25
Dr. Shaheen Khan Bahadar Awan,LAHORE,Urologist,"MBBS, MS (Urology)",0.17307692307692307,0.012045851952593745,0.8805970149253731,0.23404255319148937,0.12222222222222223,"Ahmed Health Care Clinic, Faisal Town, Lahore",https://www.marham.pk/doctors/lahore/urologist/dr-shaheen-khan-bahadar-awan#reviews-scroll,0.2
Dr. Muhammad Saddiq Haris,LAHORE,Urologist,"MBBS, FCPS (Urology)",0.15384615384615385,0.00835438119292792,0.9999999999999999,0.2765957446808511,0.2,"Doctors Clinic, Mazhar Farid Colony, Sadiqabad",https://www.marham.pk/doctors/rahim-yar-khan/urologist/dr-muhammad-saddiq-haris#reviews-scroll,0.15
Dr. Faisal Ahmed Zaeem,LAHORE,"Endourologist, Urologist","MD, MS (Urology), Certified Urodynamicist",0.23076923076923078,0.018845929667767634,0.9104477611940299,0.25531914893617025,0.11111111111111112,"ACE Medical Centre, GT Road, Gujrat",https://www.marham.pk/doctors/lahore/endourologist/dr-faisal-ahmed-zaeem#reviews-scroll,0.3
Asst. Prof. Dr. Shahid Qureshi,LAHORE,"Urologist, Sexologist, Andrologist","MBBS, FCPS (Urology), MOH (UAE) F.A.C.S (USA)",0.23076923076923078,0.061200699436565,0.9253731343283581,0.23404255319148937,0.12222222222222223,"Integrated Medical Care, DHA phase 5, Lahore",https://www.marham.pk/doctors/lahore/urologist/asst-prof-dr-shahid-qureshi#reviews-scroll,0.2
Dr. Muhammad Sohail,LAHORE,"Urologist, Sexologist, Endourologist, Andrologist","MBBS, MS (Urology)",0.21153846153846156,0.017291626190013603,0.9552238805970149,0.2978723404255319,0.14444444444444446,"Health Bridge Hospital, Cantt, Lahore",https://www.marham.pk/doctors/lahore/urologist/dr-muhammad-sohail#reviews-scroll,0.15
Dr. Usman Javaid,LAHORE,"Gastroenterologist, Hepatologist","MBBS, Diploma in Gastroenterology (UK), Diploma in Diabetes (UK), Member European Society of Gastroenterology",0.1153846153846154,0.11851564017874491,0.9850746268656717,0.14893617021276595,0.11111111111111112,"Anjum Diagnostic Center, Wapda Town Extension, Lahore",https://www.marham.pk/doctors/lahore/gastroenterologist/dr-usman-javaid#reviews-scroll,0.07
Asst. Prof. Dr. Salman Javed,LAHORE,Gastroenterologist,"MBBS (Pb), FRCP (UK), MD (USA), MACP (USA), FCPS (Gastro)",0.3076923076923077,0.4816397901690305,0.9104477611940299,0.23404255319148937,0.16666666666666669,"Health Avenue, Garden Town, Lahore",https://www.marham.pk/doctors/lahore/gastroenterologist/asst-prof-dr-salman-javed#reviews-scroll,0.35000000000000003
Asst. Prof. Dr. Mujahid Israr,LAHORE,"Gastroenterologist, Liver Specialist, General Physician, Internal Medicine Specialist","MBBS, FCPS (Gastroenterology), FCPS (Internal Medicine), FACG (US), SCE (UK), ESEGH ( European Board Of Gastroenterology &amp; Hepatology)",0.2692307692307693,0.23605984068389355,0.9701492537313433,0.23404255319148937,0.17777777777777778,"Ikram Hospital, Marghzar Colony, Gujrat",https://www.marham.pk/doctors/lahore/gastroenterologist/asst-prof-dr-mujahid-israr#reviews-scroll,0.3
Asst. Prof. Dr. Fahmina Ashfaq,LAHORE,"Internal Medicine Specialist, General Physician, Gastroenterologist, Diabetologist, Family Medicine","MBBS, FCPS (Medicine), MRCP (Medicine)",0.25000000000000006,0.024868855644064505,0.9402985074626865,0.23404255319148937,0.12222222222222223,"Naseer Hospital, Garden Town, Lahore",https://www.marham.pk/doctors/lahore/internal-medicine/asst-prof-dr-fahmina-ashfaq#reviews-scroll,0.15
Prof. Dr. Talat Naheed,LAHORE,"General Physician, Internal Medicine Specialist, Gastroenterologist, Diabetologist","MBBS, MCPS (Medicine), MD Medicine, Doctorate Of Medicine In Gastroenterology",0.75,0.19545366232756947,0.9253731343283581,0.25531914893617025,0.08888888888888889,"Khan Clinic, Allama Iqbal Town, Lahore",https://www.marham.pk/doctors/lahore/general-physician/prof-dr-talat-naheed#reviews-scroll,0.4
Assoc. Prof. Dr. Asif Mehmood,LAHORE,Gastroenterologist,"MBBS, FCPS (Medicine), FCPS (Gastroenterology), MCPS, Fellow of Gastroenterology",0.4038461538461539,0.044103361181270645,0.9552238805970149,0.2765957446808511,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/gastroenterologist/lahore/assoc-prof-dr-asif-mehmood-2898#reviews-scroll,0.25
Prof. Dr. Fatima Mehboob,LAHORE,"Gastroenterologist, Endocrinologist, Gastroenterologist","MBBS, MCPS, MD",0.8076923076923077,0.05828638041577618,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Ali labs and Examination Center., Thokar Niaz Baig, Lahore",https://www.marham.pk/doctors/lahore/hepatologist/prof-dr-fatima-mehboob#reviews-scroll,0.35000000000000003
Asst. Prof. Dr. Muhammad Bilal Nasir,LAHORE,Gastroenterologist,"MBBS, FCPS( Medicine), FCPS (Gastroenterology)",0.21153846153846156,0.15931610646978825,0.9701492537313433,0.25531914893617025,0.08888888888888889,"Integrated Medical Care, DHA phase 5, Lahore",https://www.marham.pk/doctors/lahore/gastroenterologist/asst-prof-dr-muhammad-bilal-nasir#reviews-scroll,0.3
Asst. Prof. Dr. Junaid Mushtaq,LAHORE,Gastroenterologist,"MBBS, FCPS (Gastroentrology)",0.13461538461538464,0.005634350106858365,0.9999999999999999,0.25531914893617025,0.2,"Sharif Medical Complex, Masjidpura, Sialkot",https://www.marham.pk/doctors/sialkot/gastroenterologist/asst-prof-dr-junaid-mushtaq#reviews-scroll,0.15
Dr. Asma Arshad Khan,LAHORE,Gastroenterologist,"MBBS, FCPS (Gastroenterology)",0.15384615384615385,0.003497182824946571,0.9999999999999999,0.23404255319148937,0.2,"Omar Hospital &amp; Cardiac Centre, Jail Road, Lahore",https://www.marham.pk/doctors/lahore/gastroenterologist/dr-asma-arshad-khan#reviews-scroll,0.15
Prof. Dr. Muhammad Asif Gul,LAHORE,Gastroenterologist,"MBBS, MCPS (Pak), FCPS (Pak), FRCP (UK)",0.19230769230769235,0.03244608509811541,0.9552238805970149,0.25531914893617025,0.13333333333333333,"Farooq Hospital (DHA), DHA, Lahore",https://www.marham.pk/doctors/lahore/gastroenterologist/prof-dr-muhammad-asif-gul#reviews-scroll,0.4
Dr. Raja Ikram Ul Haq,LAHORE,Gastroenterologist," MBBS , FCPS ( GASTROENTEROLOGY ) , MCPS , M.A.C.G (USA) ",0.21153846153846156,0.004080046629104333,0.8805970149253731,0.3191489361702128,0.11111111111111112,"Liver And Gastro Care Clinic, Shadman 1, Lahore",https://www.marham.pk/doctors/lahore/gastroenterologist/dr-raja-ikram-ul-haq#reviews-scroll,0.2
Prof. Dr. Khawar Abbas,LAHORE,"Pulmonologist / Lung Specialist, Lung Surgeon","MBBS, MD, MRCP(UK), FACP, FCCP(USA)",0.46153846153846156,0.41033611812706433,0.9701492537313433,0.2765957446808511,0.15555555555555556,"Evercare Hospital, Nespak Housing Scheme, Lahore",https://www.marham.pk/doctors/lahore/pulmonologist/prof-dr-khawar-abbas#reviews-scroll,0.3
Dr. Muhammad Taimour,LAHORE,"Pulmonologist / Lung Specialist, General Physician, Diabetologist","MBBS, DTCD (T.B and Chest Diseases), MCPS (T.B and Chest Diseases), FCCP (USA)",0.8461538461538461,0.15543034777540315,0.9253731343283581,0.2765957446808511,0.12222222222222223,"AMT Medical and Dental Centre, DHA Phase 4, Lahore",https://www.marham.pk/doctors/lahore/pulmonologist/dr-muhammad-taimour#reviews-scroll,0.25
Dr. Ashraf Jamal,LAHORE,Pulmonologist / Lung Specialist," MBBS , FCPS , MCPS ",0.6153846153846154,0.06528074606566933,0.9850746268656717,0.25531914893617025,0.14444444444444446,"Chest care clinic, Lahore, Lahore",https://www.marham.pk/doctors/lahore/pulmonologist/dr-ashraf-jamal#reviews-scroll,0.3
Prof. Dr. Shamshad Rasul Awan,LAHORE,"Pulmonologist / Lung Specialist, Lung Surgeon","MBBS, MCPS, FCPS, FCCP (USA)",0.8846153846153846,0.06974936856421217,0.8507462686567163,0.2765957446808511,0.22222222222222224,"Lahore Chest Clinic, Allama Iqbal Town, Lahore",https://www.marham.pk/doctors/lahore/pulmonologist/prof-dr-shamshad-rasul-awan#reviews-scroll,0.4
Dr. Muhammad Hussain,LAHORE,Pulmonologist / Lung Specialist," MBBS , FCPS (Medicine) , FCPS (Pulmonology) , MACP ",0.2692307692307693,0.03147464542451914,0.9850746268656717,0.2978723404255319,0.15555555555555556,"Masood Hospital, Garden Town, Lahore",https://www.marham.pk/doctors/lahore/pulmonologist/dr-muhammad-hussain#reviews-scroll,0.2
Dr. Asif Hanif,LAHORE,Pulmonologist / Lung Specialist,"MBBS, FCPS (Medicine), Diploma in TB and Chest Diseases",0.3076923076923077,0.0013600155430347777,0.8507462686567163,0.23404255319148937,0.15555555555555556,"Omar Hospital &amp; Cardiac Centre, Jail Road, Lahore",https://www.marham.pk/doctors/lahore/pulmonologist/dr-asif-hanif#reviews-scroll,0.3
Dr. Zahid Abdul Hamid,LAHORE,Pulmonologist / Lung Specialist,"MBBS, DTCD",0.5961538461538461,0.015348746842821061,0.9701492537313433,0.2765957446808511,0.18888888888888888,"Saadan Hospital, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/pulmonologist/dr-zahid-abdul-hamid#reviews-scroll,0.2
Dr. Amdad Ali Faruqi,LAHORE,"Pulmonologist / Lung Specialist, Internal Medicine Specialist"," MBBS , FCPS , CCM ",0.2692307692307693,0.011462988148435983,0.9552238805970149,0.3617021276595745,0.05555555555555556,"Mid City Hospital, Jail Road, Lahore",https://www.marham.pk/doctors/lahore/pulmonologist/dr-amdad-ali-faruqi#reviews-scroll,0.3
Dr. Affaf Javaid,LAHORE,Pulmonologist / Lung Specialist,"MBBS, FCPS (Pulmonology)",0.17307692307692307,0.0005828638041577618,0.9999999999999999,0.23404255319148937,0.06666666666666667,"Fatima Memorial Hospital (Fmh), Shadman 1, Lahore",https://www.marham.pk/doctors/lahore/pulmonologist/dr-affaf-javaid#reviews-scroll,0.1
Dr. Maria Arora,LAHORE,Pulmonologist / Lung Specialist,"MBBS, MCPS (TB &amp; Chest Diseases), Diploma (TB &amp; Chest Diseases)",0.5576923076923077,0.0029143190207888093,0.9999999999999999,0.25531914893617025,0.06666666666666667,"Noor Medicare Hospital, Ideal Housing Scheme, Lahore",https://www.marham.pk/doctors/lahore/pulmonologist/dr-maria-arora#reviews-scroll,0.15
Dr. Syed Khurshid Uz Zaman,LAHORE,Pulmonologist / Lung Specialist,"MBBS, DTCD (Diploma in Tuberculosis and Chest Diseases)",0.7692307692307693,0.021371672819117934,0.9850746268656717,0.23404255319148937,0.08888888888888889,"Zaman Chest Clinic, Muslim Town, Lahore",https://www.marham.pk/doctors/lahore/pulmonologist/dr-syed-khurshid-uz-zaman#reviews-scroll,0.18000000000000002
Dr. Zahra Asif Sukhera,LAHORE,Pulmonologist / Lung Specialist," MBBS , FCPS (Pulmonology) ",0.0,0.00019428793471925395,0.9999999999999999,0.574468085106383,0.1,No Address Available,https://www.marham.pk/online-consultation/pulmonologist/lahore/dr-zahra-asif-sukhera-28776#reviews-scroll,0.1
Asst. Prof. Dr. Abdul Hannan,LAHORE,Orthopedic Surgeon,"MBBS, MS (Orthopedics)",0.19230769230769235,0.040606178356324074,0.9402985074626865,0.23404255319148937,0.11111111111111112,"Hassan Orthopedic And Poly Clinic, Sabzazar, Lahore",https://www.marham.pk/doctors/lahore/orthopedic-surgeon/asst-prof-dr-abdul-hannan#reviews-scroll,0.1
Prof. Dr. Ibrahim Farooq Pasha,LAHORE,"Spinal Surgeon, Orthopedic Surgeon, Spine Specialist"," MBBS , FCPS Orthopedic Surgery) , Clinical Fellow Spine(AFPGMI) , OJT-Spine Surg(UK) , AO Fellowship Spine(UK) , Consultant Ortho , Llizarov &amp; Spine Surgeon ",0.5961538461538461,0.03769185933553527,0.8507462686567163,0.23404255319148937,0.11111111111111112,"National Hospital, DHA Defence, Lahore",https://www.marham.pk/doctors/lahore/spinal-surgeon/prof-dr-ibrahim-farooq-pasha#reviews-scroll,0.25
Dr. Tariq Sohail,LAHORE,Orthopedic Surgeon,"MBBS ,MSc (Orthopedic Surgery), Ph.D (Ortho) , FRCS (Ed) , FRCS, Fellowship",0.7692307692307693,0.2733631241499903,0.9253731343283581,0.2765957446808511,0.13333333333333333,"Doctors Hospital, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/orthopedic-surgeon/dr-tariq-sohail#reviews-scroll,0.4
Dr. Iqbal Haider,LAHORE,Orthopedic Surgeon,MBBS,0.09615384615384616,0.0009714396735962697,0.9999999999999999,0.3617021276595745,0.0,"Bajwa Hospital &amp; Cardiac Center, Allama Iqbal Town, Lahore",https://www.marham.pk/doctors/lahore/orthopedic-surgeon/dr-iqbal-haider#reviews-scroll,0.05
Assoc. Prof. Dr. Mumraiz Naqshband,LAHORE,Orthopedic Surgeon,"MBCHB (Bachelor of Medicine &amp; Bachelor of Surgery), FRACS (Orthopedic Surgery), FRCS Trauma &amp; Orth",0.25000000000000006,0.017291626190013603,0.9701492537313433,0.23404255319148937,0.18888888888888888,"Bashir Neurospinal Institute (BNI), Shadman 1, Lahore",https://www.marham.pk/doctors/lahore/orthopedic-surgeon/assoc-prof-dr-mumraiz-naqshband#reviews-scroll,0.35000000000000003
Dr. Usman Ahmed,LAHORE,"Orthopedic Surgeon, Pediatric Orthopedic Surgeon","MBBS, MS (Orthopedic Surgery)",0.3653846153846154,0.0540120458519526,0.9701492537313433,0.2978723404255319,0.1,"Ihsan Mumtaz Hospital, Johar Town, Lahore",https://www.marham.pk/doctors/lahore/orthopedic-surgeon/dr-usman-ahmed#reviews-scroll,0.2
Dr. Muhammad Adeel Javed,LAHORE,Orthopedic Surgeon,"MBBS , FCPS (Orthopedic Surgery)",0.09615384615384616,0.007771517388770158,0.9701492537313433,0.25531914893617025,0.13333333333333333,"Al Noor Hospital, Douglas pura, Faisalabad",https://www.marham.pk/doctors/faisalabad/orthopedic-surgeon/dr-muhammad-adeel-javed#reviews-scroll,0.08
Dr. Muhammad Abdul Basit,LAHORE,Orthopedic Surgeon,"MBBS, MS (Surgery)",0.2884615384615385,0.0015543034777540316,0.9999999999999999,0.19148936170212766,0.1,No Address Available,https://www.marham.pk/online-consultation/orthopedic-surgeon/lahore/dr-muhammad-abdul-basit-17406#reviews-scroll,0.1
Dr. Samiullah Bajwa,LAHORE,Orthopedic Surgeon,"MBBS, FRCS, M.Sc. Orthopedics",0.75,0.010880124344278222,0.9701492537313433,0.425531914893617,0.03333333333333333,"Evercare Hospital, Nespak Housing Scheme, Lahore",https://www.marham.pk/doctors/lahore/orthopedic-surgeon/dr-samiullah-bajwa#reviews-scroll,0.15
